[02:34:57.090] RX[COM9]  49
[02:34:57.090] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.103] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.103] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.104] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.104] BAD_PACKET[COM9] unknown packet ID 0x34; discarded 1 byte(s)
[02:34:57.105] BAD_PACKET[COM9] unknown packet ID 0x36; discarded 1 byte(s)
[02:34:57.106] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.106] BAD_PACKET[COM9] unknown packet ID 0x33; discarded 1 byte(s)
[02:34:57.106] BAD_PACKET[COM9] unknown packet ID 0x38; discarded 1 byte(s)
[02:34:57.107] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.107] BAD_PACKET[COM9] unknown packet ID 0x76; discarded 1 byte(s)
[02:34:57.107] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.107] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.108] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.108] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.108] BAD_PACKET[COM9] unknown packet ID 0x3d; discarded 1 byte(s)
[02:34:57.109] BAD_PACKET[COM9] unknown packet ID 0x35; discarded 1 byte(s)
[02:34:57.109] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.109] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.109] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.110] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.110] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.111] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.111] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.111] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.111] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.112] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.112] BAD_PACKET[COM9] unknown packet ID 0x7a; discarded 1 byte(s)
[02:34:57.112] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.112] BAD_PACKET[COM9] unknown packet ID 0x3d; discarded 1 byte(s)
[02:34:57.113] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.113] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.113] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.114] BAD_PACKET[COM9] unknown packet ID 0x32; discarded 1 byte(s)
[02:34:57.114] BAD_PACKET[COM9] unknown packet ID 0x34; discarded 1 byte(s)
[02:34:57.114] BAD_PACKET[COM9] unknown packet ID 0x68; discarded 1 byte(s)
[02:34:57.114] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.115] BAD_PACKET[COM9] unknown packet ID 0x28; discarded 1 byte(s)
[02:34:57.115] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.115] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.116] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.116] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.116] BAD_PACKET[COM9] unknown packet ID 0x33; discarded 1 byte(s)
[02:34:57.117] BAD_PACKET[COM9] unknown packet ID 0x36; discarded 1 byte(s)
[02:34:57.117] BAD_PACKET[COM9] unknown packet ID 0x29; discarded 1 byte(s)
[02:34:57.117] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.117] BAD_PACKET[COM9] unknown packet ID 0x6c; discarded 1 byte(s)
[02:34:57.118] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.118] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.118] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.119] BAD_PACKET[COM9] unknown packet ID 0x0d; discarded 1 byte(s)
[02:34:57.119] BAD_PACKET[COM9] unknown packet ID 0x0a; discarded 1 byte(s)
[02:34:57.119] RX[COM9]  49
[02:34:57.119] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.121] RX[COM9]  20 28 31 35 32 29 20 62 6f 6f 74 3a 20 4c 6f 61 64 65 64 20 61 70 70 20 66 72 6f 6d 20 70 61 72 74 69 74 69 6f 6e 20 61 74 20 6f 66 66 73 65 74 20 30 78 31 30 30 30 30 0d 0a
[02:34:57.122] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.122] BAD_PACKET[COM9] unknown packet ID 0x28; discarded 1 byte(s)
[02:34:57.122] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.122] BAD_PACKET[COM9] unknown packet ID 0x35; discarded 1 byte(s)
[02:34:57.123] BAD_PACKET[COM9] unknown packet ID 0x32; discarded 1 byte(s)
[02:34:57.123] BAD_PACKET[COM9] unknown packet ID 0x29; discarded 1 byte(s)
[02:34:57.123] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.124] BAD_PACKET[COM9] unknown packet ID 0x62; discarded 1 byte(s)
[02:34:57.124] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.124] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.124] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.125] BAD_PACKET[COM9] unknown packet ID 0x3a; discarded 1 byte(s)
[02:34:57.125] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.126] BAD_PACKET[COM9] unknown packet ID 0x4c; discarded 1 byte(s)
[02:34:57.126] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.126] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.126] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.127] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.127] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.127] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.127] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.128] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.128] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.128] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.129] BAD_PACKET[COM9] unknown packet ID 0x66; discarded 1 byte(s)
[02:34:57.129] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.129] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.129] BAD_PACKET[COM9] unknown packet ID 0x6d; discarded 1 byte(s)
[02:34:57.130] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.130] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.130] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.131] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.131] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.131] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.132] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.132] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.132] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.132] BAD_PACKET[COM9] unknown packet ID 0x6e; discarded 1 byte(s)
[02:34:57.133] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.133] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.133] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.133] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.134] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.134] BAD_PACKET[COM9] unknown packet ID 0x66; discarded 1 byte(s)
[02:34:57.134] BAD_PACKET[COM9] unknown packet ID 0x66; discarded 1 byte(s)
[02:34:57.135] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.135] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.136] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.136] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.137] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.137] BAD_PACKET[COM9] unknown packet ID 0x78; discarded 1 byte(s)
[02:34:57.137] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.138] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.138] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.138] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.138] BAD_PACKET[COM9] unknown packet ID 0x30; discarded 1 byte(s)
[02:34:57.139] BAD_PACKET[COM9] unknown packet ID 0x0d; discarded 1 byte(s)
[02:34:57.139] BAD_PACKET[COM9] unknown packet ID 0x0a; discarded 1 byte(s)
[02:34:57.139] RX[COM9]  49 20 28 31 35 32 29 20 62 6f 6f 74 3a 20 44 69 73 61 62 6c 69 6e 67 20 52 4e 47 20 65 61 72 6c 79 20 65 6e 74 72 6f 70 79 20 73 6f 75 72 63 65 2e 2e 2e 0d 0a
[02:34:57.140] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.140] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.140] BAD_PACKET[COM9] unknown packet ID 0x28; discarded 1 byte(s)
[02:34:57.140] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.141] BAD_PACKET[COM9] unknown packet ID 0x35; discarded 1 byte(s)
[02:34:57.141] BAD_PACKET[COM9] unknown packet ID 0x32; discarded 1 byte(s)
[02:34:57.141] BAD_PACKET[COM9] unknown packet ID 0x29; discarded 1 byte(s)
[02:34:57.142] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.142] BAD_PACKET[COM9] unknown packet ID 0x62; discarded 1 byte(s)
[02:34:57.142] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.142] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.143] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.143] BAD_PACKET[COM9] unknown packet ID 0x3a; discarded 1 byte(s)
[02:34:57.143] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.143] BAD_PACKET[COM9] unknown packet ID 0x44; discarded 1 byte(s)
[02:34:57.144] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.144] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.144] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.145] BAD_PACKET[COM9] unknown packet ID 0x62; discarded 1 byte(s)
[02:34:57.145] BAD_PACKET[COM9] unknown packet ID 0x6c; discarded 1 byte(s)
[02:34:57.145] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.145] BAD_PACKET[COM9] unknown packet ID 0x6e; discarded 1 byte(s)
[02:34:57.146] BAD_PACKET[COM9] unknown packet ID 0x67; discarded 1 byte(s)
[02:34:57.146] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.146] BAD_PACKET[COM9] unknown packet ID 0x52; discarded 1 byte(s)
[02:34:57.146] BAD_PACKET[COM9] unknown packet ID 0x4e; discarded 1 byte(s)
[02:34:57.147] BAD_PACKET[COM9] unknown packet ID 0x47; discarded 1 byte(s)
[02:34:57.147] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.147] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.148] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.148] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.148] BAD_PACKET[COM9] unknown packet ID 0x6c; discarded 1 byte(s)
[02:34:57.148] BAD_PACKET[COM9] unknown packet ID 0x79; discarded 1 byte(s)
[02:34:57.149] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.149] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.150] BAD_PACKET[COM9] unknown packet ID 0x6e; discarded 1 byte(s)
[02:34:57.150] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.151] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.152] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.153] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.153] BAD_PACKET[COM9] unknown packet ID 0x79; discarded 1 byte(s)
[02:34:57.153] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.154] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.154] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.154] BAD_PACKET[COM9] unknown packet ID 0x75; discarded 1 byte(s)
[02:34:57.155] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.155] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.155] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.156] BAD_PACKET[COM9] unknown packet ID 0x2e; discarded 1 byte(s)
[02:34:57.156] BAD_PACKET[COM9] unknown packet ID 0x2e; discarded 1 byte(s)
[02:34:57.156] BAD_PACKET[COM9] unknown packet ID 0x2e; discarded 1 byte(s)
[02:34:57.157] BAD_PACKET[COM9] unknown packet ID 0x0d; discarded 1 byte(s)
[02:34:57.157] BAD_PACKET[COM9] unknown packet ID 0x0a; discarded 1 byte(s)
[02:34:57.157] RX[COM9]  49
[02:34:57.157] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.158] RX[COM9]  20 28 31 36 33 29 20 63 70 75 5f 73 74 61 72 74 3a 20 4d 75 6c 74 69 63 6f 72 65 20 61 70 70 0d 0a
[02:34:57.158] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.158] BAD_PACKET[COM9] unknown packet ID 0x28; discarded 1 byte(s)
[02:34:57.159] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.159] BAD_PACKET[COM9] unknown packet ID 0x36; discarded 1 byte(s)
[02:34:57.159] BAD_PACKET[COM9] unknown packet ID 0x33; discarded 1 byte(s)
[02:34:57.159] BAD_PACKET[COM9] unknown packet ID 0x29; discarded 1 byte(s)
[02:34:57.160] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.160] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.160] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.161] BAD_PACKET[COM9] unknown packet ID 0x75; discarded 1 byte(s)
[02:34:57.161] BAD_PACKET[COM9] unknown packet ID 0x5f; discarded 1 byte(s)
[02:34:57.161] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.161] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.162] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.162] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.163] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.163] BAD_PACKET[COM9] unknown packet ID 0x3a; discarded 1 byte(s)
[02:34:57.163] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.163] BAD_PACKET[COM9] unknown packet ID 0x4d; discarded 1 byte(s)
[02:34:57.164] BAD_PACKET[COM9] unknown packet ID 0x75; discarded 1 byte(s)
[02:34:57.164] BAD_PACKET[COM9] unknown packet ID 0x6c; discarded 1 byte(s)
[02:34:57.164] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.164] BAD_PACKET[COM9] unknown packet ID 0x69; discarded 1 byte(s)
[02:34:57.165] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.165] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.165] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.166] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.166] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.166] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.166] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.167] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.167] BAD_PACKET[COM9] unknown packet ID 0x0d; discarded 1 byte(s)
[02:34:57.167] BAD_PACKET[COM9] unknown packet ID 0x0a; discarded 1 byte(s)
[02:34:57.167] RX[COM9]  49
[02:34:57.168] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.168] RX[COM9]  20 28 31 37 31 29 20 63 70 75 5f 73 74 61 72 74 3a 20 47 50 49 4f 20 34 34 20 61 6e 64 20 34 33 20 61 72 65 20 75 73 65 64 20 61 73 20 63 6f 6e 73 6f 6c 65 20 55 41 52 54 20 49 2f 4f 20 70 69 6e 73 0d 0a
[02:34:57.168] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.169] BAD_PACKET[COM9] unknown packet ID 0x28; discarded 1 byte(s)
[02:34:57.169] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.169] BAD_PACKET[COM9] unknown packet ID 0x37; discarded 1 byte(s)
[02:34:57.169] BAD_PACKET[COM9] unknown packet ID 0x31; discarded 1 byte(s)
[02:34:57.170] BAD_PACKET[COM9] unknown packet ID 0x29; discarded 1 byte(s)
[02:34:57.170] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.170] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.171] BAD_PACKET[COM9] unknown packet ID 0x70; discarded 1 byte(s)
[02:34:57.171] BAD_PACKET[COM9] unknown packet ID 0x75; discarded 1 byte(s)
[02:34:57.171] BAD_PACKET[COM9] unknown packet ID 0x5f; discarded 1 byte(s)
[02:34:57.171] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.172] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.172] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.172] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.172] BAD_PACKET[COM9] unknown packet ID 0x74; discarded 1 byte(s)
[02:34:57.173] BAD_PACKET[COM9] unknown packet ID 0x3a; discarded 1 byte(s)
[02:34:57.173] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.174] BAD_PACKET[COM9] unknown packet ID 0x47; discarded 1 byte(s)
[02:34:57.174] BAD_PACKET[COM9] unknown packet ID 0x50; discarded 1 byte(s)
[02:34:57.174] BAD_PACKET[COM9] unknown packet ID 0x49; discarded 1 byte(s)
[02:34:57.174] BAD_PACKET[COM9] unknown packet ID 0x4f; discarded 1 byte(s)
[02:34:57.175] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.175] BAD_PACKET[COM9] unknown packet ID 0x34; discarded 1 byte(s)
[02:34:57.175] BAD_PACKET[COM9] unknown packet ID 0x34; discarded 1 byte(s)
[02:34:57.176] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.176] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.176] BAD_PACKET[COM9] unknown packet ID 0x6e; discarded 1 byte(s)
[02:34:57.176] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.177] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.177] BAD_PACKET[COM9] unknown packet ID 0x34; discarded 1 byte(s)
[02:34:57.177] BAD_PACKET[COM9] unknown packet ID 0x33; discarded 1 byte(s)
[02:34:57.177] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.178] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.178] BAD_PACKET[COM9] unknown packet ID 0x72; discarded 1 byte(s)
[02:34:57.178] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.179] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.179] BAD_PACKET[COM9] unknown packet ID 0x75; discarded 1 byte(s)
[02:34:57.179] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.179] BAD_PACKET[COM9] unknown packet ID 0x65; discarded 1 byte(s)
[02:34:57.180] BAD_PACKET[COM9] unknown packet ID 0x64; discarded 1 byte(s)
[02:34:57.180] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.180] BAD_PACKET[COM9] unknown packet ID 0x61; discarded 1 byte(s)
[02:34:57.181] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
[02:34:57.181] BAD_PACKET[COM9] unknown packet ID 0x20; discarded 1 byte(s)
[02:34:57.181] BAD_PACKET[COM9] unknown packet ID 0x63; discarded 1 byte(s)
[02:34:57.181] BAD_PACKET[COM9] unknown packet ID 0x6f; discarded 1 byte(s)
[02:34:57.182] BAD_PACKET[COM9] unknown packet ID 0x6e; discarded 1 byte(s)
[02:34:57.182] BAD_PACKET[COM9] unknown packet ID 0x73; discarded 1 byte(s)
